col_0,col_1,N,(%)
,1: Very important,354,21.3
,2: Somewhat important,419,25.2
,3: Not much important,281,16.9
,4: Not at all important,491,29.4
,7: Can't say,52,3.1
,8: No response,69,4.1
,Total,1667,100.0
