col_0,col_1,N,(%)
,"01: Up to 1,000",413,4.1
,"02: 1,001 to 2,000",520,5.2
,"03: 2,001 to 3,000",947,9.5
,"04: 3,001 to 5,000",1296,12.9
,"05: 5,001 to 7,500",1994,19.9
,"06: 7,501 to 10,000",1954,19.5
,"07: 10,001 to 15,000",1381,13.8
,"08: 15,001 to 20,000",596,6.0
,"09: 20,001 to 30,000",281,2.8
,"10: 30,001 to 50,000",126,1.3
,"11: Over 50,000",58,.6
,98: No answer,443,4.4
,Total,10010,100.0
