col_0,col_1,N,(%),Valid (%)
Valid,001: INC,191,42.2,42.5
,002: BJP,5,1.2,1.2
,005: CPI,2,.4,.4
,006: NCP,2,.5,.5
,061: NPP,95,20.9,21.0
,064: UDP,57,12.6,12.7
,065: HSPDP,2,.4,.4
,066: GNC,6,1.3,1.3
,067: KHNAM,3,.6,.6
,900: Independent,14,3.0,3.0
,996: Can't say,38,8.5,8.5
,997: Any other party,2,.4,.4
,998: No response,34,7.5,7.5
,Total,450,99.4,100.0
