col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Daily,,2446,,,12.4,,
,,02: Weekly,,3134,,,15.9,,
,,03: On festivals,,4175,,,21.2,,
,,04: Very rarely,,4616,,,23.5,,
,,05: Never,,4137,,,21.0,,
,,98: No response,,1156,,,5.9,,
,,Total,,19663,,,100.0,,
