col_0,col_1,N,(%),Valid (%)
Valid,01: People/protestors,38,8.4,21.4
,02: Civil Society,7,1.7,4.2
,03: Students,1,.2,.4
,04: Protests by political parties (generally),40,8.9,22.8
,06: Congress/Congress leaders,13,2.8,7.1
,07: NPP/Conrad Sangma,19,4.1,10.5
,25: Others,15,3.3,8.4
,98: No response,45,9.9,25.2
,Total,177,39.1,100.0
Missing,99: NA,276,60.9,
Total,,453,100.0,
