col_0,col_1,N,(%)
,1: Fully satisfied,135,21.9
,2: Somewhat satisfied,54,8.8
,3: Somewhat dissatisfied,42,6.8
,4: Fully dissatisfied,363,59.0
,7: Can't say,13,2.1
,8: No response,9,1.4
,Total,615,100.0
