col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: No,,7593,,,38.6,,
,,02: Yes,,9117,,,46.4,,
,,98: Don’t know,,2952,,,15.0,,
,,Total,,19663,,,100.0,,
