col_0,col_1,N,(%),Valid (%)
,2: Government,199,26.3,41.8
,3: Cow slaughter ban,8,1.1,1.7
,4: Violence in the name of cow,20,2.6,4.2
,5: Other,33,4.4,7.0
,8: No response,18,2.3,3.7
,Total,477,63.0,100.0
Missing,9: N.A.,280,37.0,
Total,,757,100.0,
