col_0,col_1,N,(%)
,1: A lot,5,1.2
,2: Somewhat,50,11.4
,3: Very little,191,43.1
,4: Don’t like at all,151,34.0
,7: Can't say,26,5.9
,8: No response,19,4.4
,Total,443,100.0
