col_0,col_1,N,(%)
,1: A lot,21,3.9
,2: Somewhat,125,22.7
,3: Very little,114,20.9
,4: Don’t like at all,181,33.0
,7: Can't say,57,10.5
,8: No response,49,9.0
,Total,548,100.0
