col_0,col_1,N,(%)
,1: A lot,148,8.6
,2: Somewhat,279,16.1
,3: Very little,282,16.3
,4: Don’t like at all,858,49.6
,7: Can't say,96,5.6
,8: No response,68,3.9
,Total,1732,100.0
