col_0,col_1,N,(%)
,1: Fully support,507,54.6
,2: Support to some extent,221,23.8
,3: Oppose to some extent,75,8.1
,4: Fully oppose,38,4.1
,8: No response,88,9.5
,Total,929,100.0
