col_0,col_1,N,(%)
,1: Benefitted Goa,117,19.4
,2: Harmed Goa,307,50.9
,3: Made no difference,142,23.6
,7: Can't say,31,5.1
,8: No response,6,1.1
,Total,603,100.0
