col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Village,,6953,,,69.4,,
,,"02: Town (50,000-1 lakh )",,1208,,,12.1,,
,,03: Small City ( 1-5 lakh),,533,,,5.3,,
,,04: Big City (5-10 lakh),,389,,,3.9,,
,,05: Metropolitan City (Above 10 lakh),,936,,,9.3,,
,,Total,,10019,,,100.0,,
