col_0,col_1,N,(%),Valid (%)
,091: KNMK,2,.0,.0
,092: INL,1,.0,.0
,101: RLD,1,.0,.0
,106: SBSP,1,.0,.0
,108: UKD,1,.0,.0
,120: NDPP,2,.0,.0
,121: BLF,1,.0,.0
,124: NTK,6,.0,.1
,126: VBA,45,.2,.6
,131: UDF supported Independent,1,.0,.0
,132: LDF supported Independent,3,.0,.0
,501: Jammu & Kashmir People movement,0,.0,.0
,600: NDA,0,.0,.0
,900: Independent,4,.0,.1
,997: Any other party,13,.1,.2
,998: No response,312,1.3,4.5
,Total,6967,28.7,100.0
Missing,999: N.A.,17268,71.3,
Total,,24235,100.0,
