col_0,col_1,N,(%),Valid (%)
Valid,1: Air Force,3253,32.5,42.0
,2: Modi government,1414,14.1,18.3
,3: Both,2470,24.7,31.9
,4: Neither,134,1.3,1.7
,7: Can't say,274,2.7,3.5
,8: No response,204,2.0,2.6
