col_0,col_1,N,(%)
,2: Improved somewhat,275,35.5
,3: Worsened somewhat,59,7.6
,4: Worsened a lot,31,4.0
,7: Can't say,112,14.5
,8: No response,57,7.3
,Total,776,100.0
