col_0,col_1,N,(%)
,1: Very important,398,62.7
,2: Somewhat important,90,14.1
,3: Not much important,31,5.0
,4: Not at all important,12,1.8
,7: Can't say,43,6.7
,8: No response,62,9.7
,Total,635,100.0
