col_0,col_1,N,(%)
,07: Amit Jogi (JCC),1,.3
,08: Raman Singh (BJP),100,18.3
,25: Other Cong leaders,5,.9
,26: Other BJP leaders,3,.5
,95: Other leaders,4,.8
,97: Can’t say,147,26.8
,98: No response,113,20.6
,Total,548,100.0
