col_0,col_1,N,(%)
,1: Very important,1303,75.2
,2: Somewhat important,292,16.9
,3: Not much important,79,4.5
,4: Not at all important,17,1.0
,7: Can't say,9,.5
,8 8: No response,32,1.9
,Total,1732,100.0
