col_0,col_1,N,(%)
,1: Improved a lot,174,26.8
,2: Improved somewhat,311,47.9
,3: Worsened somewhat,74,11.4
,4: Worsened a lot,65,10.0
,7: Can't say,23,3.5
,8: No response,1,.2
,Total,648,100.0
