col_0,col_1,N,(%)
,1: Virbhadra Singh,247,49.5
,2: P K Dhumal,51,10.2
,3: Jairam Thakur,80,16.1
,4: Shanta Kumar,64,12.8
,5: Thakur Ramlal,1,.2
,6: Yashwant Singh Parmar,26,5.3
,8: No response,29,5.8
,Total,498,100.0
