col_0,col_1,N,(%),Valid (%)
Valid,1: Shia,352,1.5,10.8
,2: Sunni,2311,9.5,70.7
,7: Others,148,.6,4.5
,8: Can't say,456,1.9,14.0
,Total,3266,13.5,100.0
Missing,9: N.A.,20969,86.5,
Total,,24235,100.0,
