col_0,col_1,N,(%)
,1: Like a lot,16,5.3
,2: Like somewhat,48,15.9
,3: Like somewhat,46,15.4
,4: Don’t like at all,119,39.7
,8: No response,71,23.6
,Total,300,100.0
