col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Citizens should have the right,,13146,,,66.9,,
,,02: Citizens do not have the right,,3923,,,19.9,,
,,98: Don’t Know/ Can’t Say,,2594,,,13.2,,
,,Total,,19663,,,100.0,,
