col_0,col_1,N,(%)
,1: Like a lot,26,4.6
,2: Like somewhat,65,11.7
,3: Like somewhat,242,43.8
,4: Don’t like at all,176,31.8
,8: No response,44,8.1
,Total,552,100.0
