col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Increasing unemployment,,2268,,,22.6,,
,,02: Poverty,,972,,,9.7,,
,,03: Dealing with corruption/scams,,676,,,6.7,,
,,04: Price rise/inflation,,2303,,,23.0,,
,,05: Development issue,,378,,,3.8,,
,,06: Poor condition of roads or transport etc.,,151,,,1.5,,
,,07: Lack of economic growth,,177,,,1.8,,
,,08: Bad governance,,176,,,1.8,,
,,09: Drinking water,,108,,,1.1,,
,,10: Electricity,,30,,,.3,,
,,11: Health Services,,79,,,.8,,
