col_0,col_1,N,(%)
,1: A lot,111,24.5
,2: Somewhat,188,41.5
,3: Very little,63,13.9
,4: Don’t like at all,62,13.6
,7: Can't say,23,5.1
,8: No response,7,1.4
,Total,453,100.0
