col_0,col_1,N,(%),Valid (%)
,4: Local Bureaucrat,198,.8,2.4
,5: Other,90,.4,1.1
,6: Both Central and State government,76,.3,.9
,8: No response,568,2.3,6.8
,Total,8321,34.3,100.0
Missing,9: N.A.,15914,65.7,
Total,,24235,100.0,
