col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Help in consolidating Hindu identity,,4758,,,47.5,,
,,02: Hindus are not much impacted,,2531,,,25.3,,
,,98: Don‟t know,,2376,,,23.7,,
,,99: Not aware of Ram mandir,,354,,,3.5,,
,,Total,,10019,,,100.0,,
