col_0,col_1,N,(%),Valid (%)
Valid,1: Pucca,6532,27.0,37.2
,2: Pucca-Kutcha,5658,23.3,32.2
,3: Kutcha,4255,17.6,24.2
,4: Hut,1131,4.7,6.4
,Total,17575,72.5,100.0
Missing,9: N.A.,6660,27.5,
Total,,24235,100.0,
