col_0,col_1,N,(%)
,1: A lot,170,21.9
,2: Somewhat,251,32.4
,3: Very little,173,22.3
,4: Don’t like at all,139,17.9
,7: Can't say,34,4.4
,8: No response,9,1.1
,Total,776,100.0
