col_0,col_1,N,(%)
,1: A lot,520,57.8
,2: Somewhat,272,30.2
,3: Very little,51,5.7
,4: Don’t like at all,38,4.2
,7: Can't say,7,.8
,8: No response,11,1.2
,Total,900,100.0
