col_0,col_1,N,(%)
,1: K Chandrashekhar Rao,323,40.4
,2: Narendra Modi,139,17.4
,3: Both,77,9.6
,4: Neither,196,24.5
,7: Can't say,40,5.0
,8: No response,25,3.1
,Total,800,100.0
