col_0,col_1,N,(%),Valid (%)
Valid,1: Central government,2564,10.6,51.1
,2: State government,1614,6.7,32.2
,3: Local politician,295,1.2,5.9
,4: Local Bureaucrat,111,.5,2.2
,5: Other,16,.1,.3
,6: Both Central and State government,51,.2,1.0
,8: No response,363,1.5,7.2
,Total,5014,20.7,100.0
Missing,9: N.A.,19221,79.3,
Total,,24235,100.0,
