col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Muslims are treated unfairly,,2158,,,21.5,,
,,02: Muslims are treated just like other citizens,,5665,,,56.5,,
,,98: Don‟t know,,2196,,,21.9,,
,,Total,,10019,,,100.0,,
