col_0,col_1,N,(%)
,1: A lot,171,28.4
,2: Somewhat,81,13.5
,3: Not much,142,23.5
,4: Not at all,170,28.2
,8: No response,5,.8
,9: N.A.,34,5.6
,Total,603,100.0
