col_0,col_1,N,(%)
,01: N Chandrababu Naidu (TDP),387,41.7
,02: Y S Jaganmohan Reddy (YSRCP),447,48.2
,03: Pawan Kalyan (JS),37,4.0
,04: N Kiran Kumar Reddy (Cong),6,.7
,97: Can’t say,42,4.6
,98: No response,9,1.0
,Total,929,100.0
