col_0,col_1,N,(%)
,1: Frequently,2587,10.7
,2: Sometimes,6274,25.9
,3: On festivals,6245,25.8
,4: Rarely,4225,17.4
,5: Never,4431,18.3
,8: No response,474,2.0
,Total,24235,100.0
