col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: BJP is more corrupt today,,4316,,,22.0,,
,,02: BJP was more corrupt before,,2412,,,12.3,,
,,03: BJP has always been corrupt; no difference,,3218,,,16.4,,
,,04: BJP has never been corrupt,,3367,,,17.1,,
,,98: Don’t Know/ Can’t Say,,6350,,,32.3,,
,,Total,,19663,,,100.0,,
