col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Fully agree,,4690,,,23.9,,
,,02: Somewhat agree,,6539,,,33.3,,
,,03: Somewhat disagree,,4018,,,20.4,,
,,04: Fully disagree,,2057,,,10.5,,
,,98: Don’t Know/Can’t Say,,2359,,,12.0,,
,,Total,,19663,,,100.0,,
