col_0,col_1,N,(%)
,1: Fully like,459,59.1
,2: Somewhat like,148,19.1
,3: Somewhat dislike,67,8.6
,4: Fully dislike,80,10.3
,8: Can't say,10,1.3
,9: No response,13,1.6
,Total,776,100.0
