col_0,col_1,N,(%),Valid (%)
Valid,1: Indian,6766,27.9,55.5
,2: State identity,2511,10.4,20.6
,3: Both,2346,9.7,19.2
,4: Others,149,.6,1.2
,7: Can't say,201,.8,1.6
,8: No response,221,.9,1.8
,Total,12194,50.3,100.0
Missing,System,12041,49.7,
Total,,24235,100.0,
