col_0,col_1,N,(%),Valid (%)
,02: Civil Society,43,11.9,21.2
,03: Students,3,.8,1.5
,04: Protests by political parties (generally),11,3.1,5.5
,06: Congress/Congress leaders,21,6.0,10.6
,10: NPF,4,1.1,2.0
,11: NDPP,1,.4,.6
,19: Other parties of NE,12,3.3,5.8
,25: Others,14,4.0,7.1
,98: No response,1,.4,.7
,Total,202,56.4,100.0
Missing,99: NA,156,43.6,
Total,,358,100.0,
