col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: No,,2358,,,12.0,,
,,02: Yes,,16086,,,81.8,,
,,03: Divorced,,135,,,.7,,
,,04: Widowed,,732,,,3.7,,
,,05: Separated,,73,,,.4,,
,,98: Did not reveal,,278,,,1.4,,
,,Total,,19663,,,100.0,,
