col_0,col_1,N,(%)
,1: A lot,742,42.8
,2: Somewhat,398,23.0
,3: Very little,211,12.2
,4: Don’t like at all,269,15.5
,7: Can't say,60,3.4
,8: No response,52,3.0
,Total,1732,100.0
