col_0,col_1,N,(%)
,1: A lot,205,46.2
,2: Somewhat,117,26.4
,3: Very little,52,11.6
,4: Don’t like at all,46,10.4
,7: Can't say,10,2.4
,8: No response,13,3.0
,Total,443,100.0
