col_0,col_1,N,(%),Valid (%)
Valid,1: Highly nationalist,7006,28.9,57.5
,2: Somewhat nationalist,1831,7.6,15.0
,3: Not much nationalist,420,1.7,3.4
,4: Not at all nationalist,338,1.4,2.8
,7: Can't say,1579,6.5,13.0
,8: No response,1020,4.2,8.4
,Total,12194,50.3,100.0
Missing,System,12041,49.7,
Total,,24235,100.0,
