col_0,col_1,N,(%),Valid (%)
Valid,1: When candidates are declared,1072,10.7,31.4
,2: After campaigning,384,3.8,11.2
,3: On the day of voting or a day or two before it,450,4.5,13.2
,4: A few days/week before voting,312,3.1,9.1
,5: When my village/mohalla takes a final decision,195,1.9,5.7
,6: When my caste/community leaders decide,124,1.2,3.6
,7: When my family members decide,366,3.7,10.7
,8: Others,114,1.1,3.3
