col_0,col_1,N,(%),Valid (%)
Valid,01: Adarsh Gram Yojana,177,.7,1.5
,02: Amrut Plan,146,.6,1.2
,03: Antyodaya Anna Yojna,51,.2,.4
,04: Atal Pension Yojana,127,.5,1.1
,05: Awas Yojana(PMAY),367,1.5,3.1
,06: Ayushman Bharat,263,1.1,2.2
,07: Bachat Lamp Scheme,39,.2,.3
,08: Beti Bachao Beti Padhao,313,1.3,2.6
,09: Bhartiya Jan Aushadhi Kendra (PMBJK),41,.2,.3
,10: Central Government Health Scheme,18,.1,.1
