col_0,col_1,N,(%)
,1: Above Poverty Line,8009,33.0
,2: Below Poverty Line,10661,44.0
,3: Antyodaya,1248,5.2
,4: Annapurna,645,2.7
,5: Do not have,2592,10.7
,"6: Had, but lost it",258,1.1
,7: Others,821,3.4
,Total,24235,100.0
