col_0,col_1,N,(%)
,1: Fully satisfied,5544,22.9
,2: Somewhat satisfied,8809,36.3
,3: Somewhat dissatisfied,4665,19.2
,4: Fully dissatisfied,4000,16.5
,8: No response,1217,5.0
,Total,24235,100.0
