col_0,col_1,N,(%)
,1: Like a lot,202,24.7
,2: Like somewhat,271,33.2
,3: Like somewhat,118,14.4
,4: Don’t like at all,137,16.8
,8: No response,89,10.9
,Total,817,100.0
