col_0,col_1,N,(%),Valid (%)
Valid,1: Pucca,2287,22.9,35.7
,2: Pucca-Kutcha,2138,21.4,33.4
,3: Kutcha,1564,15.6,24.4
,4: Hut,419,4.2,6.5
,Total,6407,64.0,100.0
Missing,9: N.A.,3603,36.0,
Total,,10010,100.0,
