col_0,col_1,N,(%),Valid (%)
Valid,1: No 2: Yes 7: Can't say 8: No response Total,8559,35.3,71.1
,,2276,9.4,18.9
,,713,2.9,5.9
,,492,2.0,4.1
,,12041,49.7,100.0
Missing,System,12194,50.3,
Total,,24235,100.0,
