col_0,col_1,N,(%)
,1: A lot,96,15.1
,2: Somewhat,165,25.9
,3: Very little,126,19.8
,4: Don’t like at all,192,30.2
,7: Can't say,24,3.7
,8: No response,33,5.2
,Total,635,100.0
