col_0,col_1,N,(%)
,1: A lot,14,3.2
,2: Somewhat,115,25.3
,3: Very little,104,23.1
,4: Don’t like at all,145,31.9
,7: Can't say,60,13.2
,8: No response,15,3.3
,Total,453,100.0
