col_0,col_1,N,(%)
,1: A lot,31,6.9
,2: Somewhat,99,21.8
,3: Very little,71,15.7
,4: Don’t like at all,217,47.8
,7: Can't say,26,5.7
,8: No response,9,2.1
,Total,453,100.0
