col_0,col_1,N,(%)
,1: Fully support,1627,16.3
,2: Somewhat support,1868,18.7
,3: Somewhat oppose,939,9.4
,4: Fully oppose,2320,23.2
,8: No response,3255,32.5
,Total,10010,100.0
