col_0,col_1,N,(%)
,1: Fully satisfied,4937,20.4
,2: Somewhat satisfied,11253,46.4
,3: Somewhat dissatisfied,3777,15.6
,4: Fully dissatisfied,3615,14.9
,7: Can't say,428,1.8
,8: No response,225,.9
,Total,24235,100.0
