col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: The leaders like the party,,2656,,,26.5,,
,,02: They are just protecting themselves,,4589,,,45.8,,
,,98: Don‟t know,,2773,,,27.7,,
,,Total,,10019,,,100.0,,
