col_0,col_1,N,(%),Valid (%)
Valid,1: A lot,6519,26.9,54.1
,2: Somewhat,4203,17.3,34.9
,3: Not much,531,2.2,4.4
,4: Not at all,352,1.5,2.9
,8: No response,435,1.8,3.6
,Total,12041,49.7,100.0
