col_0,col_1,N,(%)
,001: INC,364,38.2
,002: BJP,537,56.3
,003: BSP,16,1.7
,021: AIMIM,2,.2
,996: Can't say,18,1.9
,998: No response,17,1.7
,Total,954,100.0
