col_0,col_1,N,(%),Valid (%)
Valid,1: No,163,45.4,80.6
,2: Yes,25,7.0,12.4
,8: No response,14,3.9,7.0
,Total,202,56.4,100.0
Missing,9: N.A.,156,43.6,
Total,,358,100.0,
